,location,date,variant,num_sequences,perc_sequences,num_sequences_total
534,Australia,2020-09-14,Omicron,0,0.0,770
535,Australia,2020-09-28,Alpha,0,0.0,323
536,Australia,2020-09-28,Beta,0,0.0,323
537,Australia,2020-09-28,Delta,0,0.0,323
538,Australia,2020-09-28,Mu,0,0.0,323
539,Australia,2020-09-28,Omicron,0,0.0,323
540,Australia,2020-10-12,Alpha,0,0.0,182
541,Australia,2020-10-12,Beta,0,0.0,182
542,Australia,2020-10-12,Delta,0,0.0,182
543,Australia,2020-10-12,Mu,0,0.0,182
544,Australia,2020-10-12,Omicron,0,0.0,182
545,Australia,2020-10-26,Alpha,0,0.0,132
546,Australia,2020-10-26,Beta,0,0.0,132
547,Australia,2020-10-26,Delta,0,0.0,132
548,Australia,2020-10-26,Mu,0,0.0,132
549,Australia,2020-10-26,Omicron,0,0.0,132
550,Australia,2020-11-09,Alpha,0,0.0,63
551,Australia,2020-11-09,Beta,0,0.0,63
552,Australia,2020-11-09,Delta,0,0.0,63
553,Australia,2020-11-09,Mu,0,0.0,63
554,Australia,2020-11-09,Omicron,0,0.0,63
555,Australia,2020-11-23,Alpha,0,0.0,64
556,Australia,2020-11-23,Beta,0,0.0,64
557,Australia,2020-11-23,Delta,0,0.0,64
558,Australia,2020-11-23,Mu,0,0.0,64
559,Australia,2020-11-23,Omicron,0,0.0,64
560,Australia,2020-12-07,Alpha,1,2.04,49
561,Australia,2020-12-07,Beta,0,0.0,49
562,Australia,2020-12-07,Delta,0,0.0,49
563,Australia,2020-12-07,Mu,0,0.0,49
564,Australia,2020-12-07,Omicron,0,0.0,49
565,Australia,2020-12-21,Alpha,6,4.23,142
566,Australia,2020-12-21,Beta,2,1.41,142
567,Australia,2020-12-21,Delta,0,0.0,142
568,Australia,2020-12-21,Mu,0,0.0,142
569,Australia,2020-12-21,Omicron,0,0.0,142
570,Australia,2021-01-04,Alpha,18,8.65,208
571,Australia,2021-01-04,Beta,8,3.85,208
572,Australia,2021-01-04,Delta,0,0.0,208
573,Australia,2021-01-04,Mu,0,0.0,208
574,Australia,2021-01-04,Omicron,0,0.0,208
575,Australia,2021-01-11,Alpha,21,28.38,74
576,Australia,2021-01-11,Beta,4,5.41,74
577,Australia,2021-01-11,Delta,0,0.0,74
578,Australia,2021-01-11,Mu,0,0.0,74
579,Australia,2021-01-11,Omicron,0,0.0,74
580,Australia,2021-01-25,Alpha,44,44.0,100
581,Australia,2021-01-25,Beta,6,6.0,100
582,Australia,2021-01-25,Delta,0,0.0,100
583,Australia,2021-01-25,Mu,0,0.0,100
584,Australia,2021-01-25,Omicron,0,0.0,100
585,Australia,2021-02-08,Alpha,22,41.51,53
586,Australia,2021-02-08,Beta,3,5.66,53
587,Australia,2021-02-08,Delta,0,0.0,53
588,Australia,2021-02-08,Mu,0,0.0,53
589,Australia,2021-02-08,Omicron,0,0.0,53
590,Australia,2021-02-22,Alpha,64,80.0,80
591,Australia,2021-02-22,Beta,2,2.5,80
592,Australia,2021-02-22,Delta,0,0.0,80
593,Australia,2021-02-22,Mu,0,0.0,80
594,Australia,2021-02-22,Omicron,0,0.0,80
595,Australia,2021-03-08,Alpha,31,43.66,71
596,Australia,2021-03-08,Beta,5,7.04,71
597,Australia,2021-03-08,Delta,0,0.0,71
598,Australia,2021-03-08,Mu,0,0.0,71
599,Australia,2021-03-08,Omicron,0,0.0,71
600,Australia,2021-03-22,Alpha,61,50.0,122
601,Australia,2021-03-22,Beta,7,5.74,122
602,Australia,2021-03-22,Delta,1,0.82,122
603,Australia,2021-03-22,Mu,0,0.0,122
604,Australia,2021-03-22,Omicron,0,0.0,122
605,Australia,2021-04-05,Alpha,67,54.47,123
606,Australia,2021-04-05,Beta,9,7.32,123
607,Australia,2021-04-05,Delta,3,2.44,123
608,Australia,2021-04-05,Mu,0,0.0,123
609,Australia,2021-04-05,Omicron,0,0.0,123
610,Australia,2021-04-19,Alpha,73,46.5,157
611,Australia,2021-04-19,Beta,20,12.74,157
612,Australia,2021-04-19,Delta,34,21.66,157
613,Australia,2021-04-19,Mu,0,0.0,157
614,Australia,2021-04-19,Omicron,0,0.0,157
615,Australia,2021-05-03,Alpha,63,30.88,204
616,Australia,2021-05-03,Beta,8,3.92,204
617,Australia,2021-05-03,Delta,84,41.18,204
618,Australia,2021-05-03,Mu,0,0.0,204
619,Australia,2021-05-03,Omicron,0,0.0,204
620,Australia,2021-05-17,Alpha,49,41.88,117
621,Australia,2021-05-17,Beta,3,2.56,117
622,Australia,2021-05-17,Delta,45,38.46,117
623,Australia,2021-05-17,Mu,0,0.0,117
624,Australia,2021-05-17,Omicron,0,0.0,117
625,Australia,2021-05-31,Alpha,13,12.04,108
626,Australia,2021-05-31,Beta,4,3.7,108
627,Australia,2021-05-31,Delta,19,17.59,108
628,Australia,2021-05-31,Mu,0,0.0,108
629,Australia,2021-05-31,Omicron,0,0.0,108
630,Australia,2021-06-14,Alpha,22,16.67,132
631,Australia,2021-06-14,Beta,7,5.3,132
632,Australia,2021-06-14,Delta,55,41.67,132
633,Australia,2021-06-14,Mu,1,0.76,132
634,Australia,2021-06-14,Omicron,0,0.0,132
635,Australia,2021-06-28,Alpha,19,7.69,247
636,Australia,2021-06-28,Beta,3,1.21,247
637,Australia,2021-06-28,Delta,209,84.62,247
638,Australia,2021-06-28,Mu,0,0.0,247
639,Australia,2021-06-28,Omicron,0,0.0,247
640,Australia,2021-07-12,Alpha,26,3.39,767
641,Australia,2021-07-12,Beta,5,0.65,767
642,Australia,2021-07-12,Delta,732,95.44,767
643,Australia,2021-07-12,Mu,0,0.0,767
644,Australia,2021-07-12,Omicron,0,0.0,767
645,Australia,2021-07-26,Alpha,6,0.34,1742
646,Australia,2021-07-26,Beta,0,0.0,1742
647,Australia,2021-07-26,Delta,1736,99.66,1742
648,Australia,2021-07-26,Mu,0,0.0,1742
649,Australia,2021-07-26,Omicron,0,0.0,1742
650,Australia,2021-08-09,Alpha,3,0.11,2734
651,Australia,2021-08-09,Beta,0,0.0,2734
652,Australia,2021-08-09,Delta,2731,99.89,2734
653,Australia,2021-08-09,Mu,0,0.0,2734
654,Australia,2021-08-09,Omicron,0,0.0,2734
655,Australia,2021-08-23,Alpha,3,0.09,3198
656,Australia,2021-08-23,Beta,0,0.0,3198
657,Australia,2021-08-23,Delta,3195,99.91,3198
658,Australia,2021-08-23,Mu,0,0.0,3198
659,Australia,2021-08-23,Omicron,0,0.0,3198
660,Australia,2021-09-06,Alpha,1,0.03,3744
661,Australia,2021-09-06,Beta,0,0.0,3744
662,Australia,2021-09-06,Delta,3742,99.95,3744
663,Australia,2021-09-06,Mu,0,0.0,3744
664,Australia,2021-09-06,Omicron,0,0.0,3744
665,Australia,2021-09-20,Alpha,0,0.0,3526
666,Australia,2021-09-20,Beta,0,0.0,3526
667,Australia,2021-09-20,Delta,3526,100.0,3526
668,Australia,2021-09-20,Mu,0,0.0,3526
669,Australia,2021-09-20,Omicron,0,0.0,3526
670,Australia,2021-10-04,Alpha,0,0.0,1824
671,Australia,2021-10-04,Beta,0,0.0,1824
672,Australia,2021-10-04,Delta,1823,99.95,1824
673,Australia,2021-10-04,Mu,0,0.0,1824
674,Australia,2021-10-04,Omicron,0,0.0,1824
675,Australia,2021-10-18,Alpha,0,0.0,2410
676,Australia,2021-10-18,Beta,0,0.0,2410
677,Australia,2021-10-18,Delta,2410,100.0,2410
678,Australia,2021-10-18,Mu,0,0.0,2410
679,Australia,2021-10-18,Omicron,0,0.0,2410
680,Australia,2021-11-01,Alpha,0,0.0,1883
681,Australia,2021-11-01,Beta,0,0.0,1883
682,Australia,2021-11-01,Delta,1883,100.0,1883
683,Australia,2021-11-01,Mu,0,0.0,1883
684,Australia,2021-11-01,Omicron,0,0.0,1883
685,Australia,2021-11-15,Alpha,0,0.0,2078
686,Australia,2021-11-15,Beta,0,0.0,2078
687,Australia,2021-11-15,Delta,2078,100.0,2078
688,Australia,2021-11-15,Mu,0,0.0,2078
689,Australia,2021-11-15,Omicron,0,0.0,2078
690,Australia,2021-11-29,Alpha,0,0.0,1992
691,Australia,2021-11-29,Beta,0,0.0,1992
692,Australia,2021-11-29,Delta,1984,99.6,1992
693,Australia,2021-11-29,Mu,0,0.0,1992
694,Australia,2021-11-29,Omicron,8,0.4,1992
695,Australia,2021-12-13,Alpha,0,0.0,2800
696,Australia,2021-12-13,Beta,0,0.0,2800
697,Australia,2021-12-13,Delta,2432,86.86,2800
698,Australia,2021-12-13,Mu,0,0.0,2800
699,Australia,2021-12-13,Omicron,366,13.07,2800
700,Australia,2021-12-27,Alpha,0,0.0,1726
701,Australia,2021-12-27,Beta,0,0.0,1726
702,Australia,2021-12-27,Delta,406,23.52,1726
703,Australia,2021-12-27,Mu,0,0.0,1726
704,Australia,2021-12-27,Omicron,1319,76.42,1726
705,Austria,2020-05-11,Alpha,0,0.0,34
706,Austria,2020-05-11,Beta,0,0.0,34
707,Austria,2020-05-11,Delta,0,0.0,34
708,Austria,2020-05-11,Mu,0,0.0,34
709,Austria,2020-05-11,Omicron,0,0.0,34
710,Austria,2020-05-25,Alpha,0,0.0,41
711,Austria,2020-05-25,Beta,0,0.0,41
712,Austria,2020-05-25,Delta,0,0.0,41
713,Austria,2020-05-25,Mu,0,0.0,41
714,Austria,2020-05-25,Omicron,0,0.0,41
715,Austria,2020-06-08,Alpha,0,0.0,1
716,Austria,2020-06-08,Beta,0,0.0,1
717,Austria,2020-06-08,Delta,0,0.0,1
718,Austria,2020-06-08,Mu,0,0.0,1
719,Austria,2020-06-08,Omicron,0,0.0,1
720,Austria,2020-06-22,Alpha,0,0.0,1
721,Austria,2020-06-22,Beta,0,0.0,1
722,Austria,2020-06-22,Delta,0,0.0,1
723,Austria,2020-06-22,Mu,0,0.0,1
724,Austria,2020-06-22,Omicron,0,0.0,1
725,Austria,2020-07-06,Alpha,0,0.0,2
726,Austria,2020-07-06,Beta,0,0.0,2
727,Austria,2020-07-06,Delta,0,0.0,2
728,Austria,2020-07-06,Mu,0,0.0,2
729,Austria,2020-07-06,Omicron,0,0.0,2
730,Austria,2020-07-20,Alpha,0,0.0,11
731,Austria,2020-07-20,Beta,0,0.0,11
732,Austria,2020-07-20,Delta,0,0.0,11
733,Austria,2020-07-20,Mu,0,0.0,11
734,Austria,2020-07-20,Omicron,0,0.0,11
735,Austria,2020-08-03,Alpha,0,0.0,9
736,Austria,2020-08-03,Beta,0,0.0,9
737,Austria,2020-08-03,Delta,0,0.0,9
738,Austria,2020-08-03,Mu,0,0.0,9
739,Austria,2020-08-03,Omicron,0,0.0,9
740,Austria,2020-08-17,Alpha,0,0.0,22
741,Austria,2020-08-17,Beta,0,0.0,22
742,Austria,2020-08-17,Delta,0,0.0,22
743,Austria,2020-08-17,Mu,0,0.0,22
744,Austria,2020-08-17,Omicron,0,0.0,22
745,Austria,2020-08-31,Alpha,0,0.0,44
746,Austria,2020-08-31,Beta,0,0.0,44
747,Austria,2020-08-31,Delta,0,0.0,44
748,Austria,2020-08-31,Mu,0,0.0,44
749,Austria,2020-08-31,Omicron,0,0.0,44
750,Austria,2020-09-14,Alpha,0,0.0,35
751,Austria,2020-09-14,Beta,0,0.0,35
752,Austria,2020-09-14,Delta,0,0.0,35
753,Austria,2020-09-14,Mu,0,0.0,35
754,Austria,2020-09-14,Omicron,0,0.0,35
755,Austria,2020-09-28,Alpha,0,0.0,39
756,Austria,2020-09-28,Beta,0,0.0,39
757,Austria,2020-09-28,Delta,0,0.0,39
758,Austria,2020-09-28,Mu,0,0.0,39
759,Austria,2020-09-28,Omicron,0,0.0,39
760,Austria,2020-10-12,Alpha,0,0.0,30
761,Austria,2020-10-12,Beta,0,0.0,30
762,Austria,2020-10-12,Delta,0,0.0,30
763,Austria,2020-10-12,Mu,0,0.0,30
764,Austria,2020-10-12,Omicron,0,0.0,30
765,Austria,2020-10-26,Alpha,0,0.0,84
766,Austria,2020-10-26,Beta,0,0.0,84
767,Austria,2020-10-26,Delta,0,0.0,84
768,Austria,2020-10-26,Mu,0,0.0,84
769,Austria,2020-10-26,Omicron,0,0.0,84
770,Austria,2020-11-09,Alpha,0,0.0,181
771,Austria,2020-11-09,Beta,0,0.0,181
772,Austria,2020-11-09,Delta,0,0.0,181
773,Austria,2020-11-09,Mu,0,0.0,181
774,Austria,2020-11-09,Omicron,0,0.0,181
775,Austria,2020-11-23,Alpha,0,0.0,159
776,Austria,2020-11-23,Beta,0,0.0,159
777,Austria,2020-11-23,Delta,0,0.0,159
778,Austria,2020-11-23,Mu,0,0.0,159
779,Austria,2020-11-23,Omicron,0,0.0,159
780,Austria,2020-12-07,Alpha,2,1.46,137
781,Austria,2020-12-07,Beta,0,0.0,137
782,Austria,2020-12-07,Delta,0,0.0,137
783,Austria,2020-12-07,Mu,0,0.0,137
784,Austria,2020-12-07,Omicron,0,0.0,137
785,Austria,2020-12-21,Alpha,0,0.0,45
786,Austria,2020-12-21,Beta,0,0.0,45
787,Austria,2020-12-21,Delta,0,0.0,45
788,Austria,2020-12-21,Mu,0,0.0,45
789,Austria,2020-12-21,Omicron,0,0.0,45
790,Austria,2021-01-04,Alpha,15,4.76,315
791,Austria,2021-01-04,Beta,1,0.32,315
792,Austria,2021-01-04,Delta,0,0.0,315
793,Austria,2021-01-04,Mu,0,0.0,315
794,Austria,2021-01-04,Omicron,0,0.0,315
795,Austria,2021-01-11,Alpha,48,35.29,136
796,Austria,2021-01-11,Beta,0,0.0,136
797,Austria,2021-01-11,Delta,0,0.0,136
798,Austria,2021-01-11,Mu,0,0.0,136
799,Austria,2021-01-11,Omicron,0,0.0,136
800,Austria,2021-01-25,Alpha,99,39.6,250
801,Austria,2021-01-25,Beta,84,33.6,250
802,Austria,2021-01-25,Delta,0,0.0,250
803,Austria,2021-01-25,Mu,0,0.0,250
804,Austria,2021-01-25,Omicron,0,0.0,250
805,Austria,2021-02-08,Alpha,88,22.86,385
806,Austria,2021-02-08,Beta,74,19.22,385
807,Austria,2021-02-08,Delta,0,0.0,385
808,Austria,2021-02-08,Mu,0,0.0,385
809,Austria,2021-02-08,Omicron,0,0.0,385
810,Austria,2021-02-22,Alpha,239,57.59,415
811,Austria,2021-02-22,Beta,13,3.13,415
812,Austria,2021-02-22,Delta,0,0.0,415
813,Austria,2021-02-22,Mu,0,0.0,415
814,Austria,2021-02-22,Omicron,0,0.0,415
815,Austria,2021-03-08,Alpha,308,66.38,464
816,Austria,2021-03-08,Beta,51,10.99,464
817,Austria,2021-03-08,Delta,0,0.0,464
818,Austria,2021-03-08,Mu,0,0.0,464
819,Austria,2021-03-08,Omicron,0,0.0,464
820,Austria,2021-03-22,Alpha,483,85.19,567
821,Austria,2021-03-22,Beta,16,2.82,567
822,Austria,2021-03-22,Delta,0,0.0,567
823,Austria,2021-03-22,Mu,0,0.0,567
824,Austria,2021-03-22,Omicron,0,0.0,567
825,Austria,2021-04-05,Alpha,270,92.78,291
826,Austria,2021-04-05,Beta,4,1.37,291
827,Austria,2021-04-05,Delta,0,0.0,291
828,Austria,2021-04-05,Mu,0,0.0,291
829,Austria,2021-04-05,Omicron,0,0.0,291
830,Austria,2021-04-19,Alpha,309,87.54,353
831,Austria,2021-04-19,Beta,12,3.4,353
832,Austria,2021-04-19,Delta,2,0.57,353
833,Austria,2021-04-19,Mu,0,0.0,353
834,Austria,2021-04-19,Omicron,0,0.0,353
835,Austria,2021-05-03,Alpha,290,88.15,329
836,Austria,2021-05-03,Beta,2,0.61,329
837,Austria,2021-05-03,Delta,5,1.52,329
838,Austria,2021-05-03,Mu,0,0.0,329
839,Austria,2021-05-03,Omicron,0,0.0,329
840,Austria,2021-05-17,Alpha,545,88.05,619
841,Austria,2021-05-17,Beta,1,0.16,619
842,Austria,2021-05-17,Delta,3,0.48,619
843,Austria,2021-05-17,Mu,28,4.52,619
844,Austria,2021-05-17,Omicron,0,0.0,619
845,Austria,2021-05-31,Alpha,322,82.78,389
846,Austria,2021-05-31,Beta,3,0.77,389
847,Austria,2021-05-31,Delta,11,2.83,389
848,Austria,2021-05-31,Mu,20,5.14,389
849,Austria,2021-05-31,Omicron,0,0.0,389
850,Austria,2021-06-14,Alpha,190,47.74,398
851,Austria,2021-06-14,Beta,4,1.01,398
852,Austria,2021-06-14,Delta,171,42.96,398
853,Austria,2021-06-14,Mu,1,0.25,398
854,Austria,2021-06-14,Omicron,0,0.0,398
855,Austria,2021-06-28,Alpha,289,38.53,750
856,Austria,2021-06-28,Beta,1,0.13,750
857,Austria,2021-06-28,Delta,443,59.07,750
858,Austria,2021-06-28,Mu,0,0.0,750
859,Austria,2021-06-28,Omicron,0,0.0,750
860,Austria,2021-07-12,Alpha,55,10.89,505
861,Austria,2021-07-12,Beta,0,0.0,505
862,Austria,2021-07-12,Delta,446,88.32,505
863,Austria,2021-07-12,Mu,0,0.0,505
864,Austria,2021-07-12,Omicron,0,0.0,505
865,Austria,2021-07-26,Alpha,8,1.04,771
866,Austria,2021-07-26,Beta,0,0.0,771
867,Austria,2021-07-26,Delta,763,98.96,771
868,Austria,2021-07-26,Mu,0,0.0,771
869,Austria,2021-07-26,Omicron,0,0.0,771
870,Austria,2021-08-09,Alpha,3,0.48,623
871,Austria,2021-08-09,Beta,1,0.16,623
872,Austria,2021-08-09,Delta,616,98.88,623
873,Austria,2021-08-09,Mu,0,0.0,623
874,Austria,2021-08-09,Omicron,0,0.0,623
875,Austria,2021-08-23,Alpha,0,0.0,623
876,Austria,2021-08-23,Beta,0,0.0,623
877,Austria,2021-08-23,Delta,621,99.68,623
878,Austria,2021-08-23,Mu,0,0.0,623
879,Austria,2021-08-23,Omicron,0,0.0,623
880,Austria,2021-09-06,Alpha,0,0.0,585
881,Austria,2021-09-06,Beta,1,0.17,585
882,Austria,2021-09-06,Delta,583,99.66,585
883,Austria,2021-09-06,Mu,0,0.0,585
884,Austria,2021-09-06,Omicron,0,0.0,585
885,Austria,2021-09-20,Alpha,0,0.0,513
886,Austria,2021-09-20,Beta,0,0.0,513
887,Austria,2021-09-20,Delta,513,100.0,513
888,Austria,2021-09-20,Mu,0,0.0,513
889,Austria,2021-09-20,Omicron,0,0.0,513
890,Austria,2021-10-04,Alpha,0,0.0,444
891,Austria,2021-10-04,Beta,0,0.0,444
892,Austria,2021-10-04,Delta,444,100.0,444
893,Austria,2021-10-04,Mu,0,0.0,444
894,Austria,2021-10-04,Omicron,0,0.0,444
895,Austria,2021-10-18,Alpha,0,0.0,437
896,Austria,2021-10-18,Beta,0,0.0,437
897,Austria,2021-10-18,Delta,437,100.0,437
898,Austria,2021-10-18,Mu,0,0.0,437
899,Austria,2021-10-18,Omicron,0,0.0,437
900,Austria,2021-11-01,Alpha,0,0.0,634
901,Austria,2021-11-01,Beta,0,0.0,634
902,Austria,2021-11-01,Delta,634,100.0,634
903,Austria,2021-11-01,Mu,0,0.0,634
904,Austria,2021-11-01,Omicron,0,0.0,634
905,Austria,2021-11-15,Alpha,0,0.0,561
906,Austria,2021-11-15,Beta,0,0.0,561
907,Austria,2021-11-15,Delta,561,100.0,561
908,Austria,2021-11-15,Mu,0,0.0,561
909,Austria,2021-11-15,Omicron,0,0.0,561
910,Austria,2021-11-29,Alpha,0,0.0,165
911,Austria,2021-11-29,Beta,0,0.0,165
912,Austria,2021-11-29,Delta,158,95.76,165
913,Austria,2021-11-29,Mu,0,0.0,165
914,Austria,2021-11-29,Omicron,7,4.24,165
915,Austria,2021-12-13,Alpha,0,0.0,183
916,Austria,2021-12-13,Beta,0,0.0,183
917,Austria,2021-12-13,Delta,156,85.25,183
918,Austria,2021-12-13,Mu,0,0.0,183
919,Austria,2021-12-13,Omicron,27,14.75,183
920,Bahrain,2020-06-08,Alpha,0,0.0,1
921,Bahrain,2020-06-08,Beta,0,0.0,1
922,Bahrain,2020-06-08,Delta,0,0.0,1
923,Bahrain,2020-06-08,Mu,0,0.0,1
924,Bahrain,2020-06-08,Omicron,0,0.0,1
925,Bahrain,2020-06-22,Alpha,0,0.0,2
926,Bahrain,2020-06-22,Beta,0,0.0,2
927,Bahrain,2020-06-22,Delta,0,0.0,2
928,Bahrain,2020-06-22,Mu,0,0.0,2
929,Bahrain,2020-06-22,Omicron,0,0.0,2
930,Bahrain,2020-07-06,Alpha,0,0.0,11
931,Bahrain,2020-07-06,Beta,0,0.0,11
932,Bahrain,2020-07-06,Delta,0,0.0,11
933,Bahrain,2020-07-06,Mu,0,0.0,11
934,Bahrain,2020-07-06,Omicron,0,0.0,11
935,Bahrain,2020-08-03,Alpha,0,0.0,3
936,Bahrain,2020-08-03,Beta,0,0.0,3
937,Bahrain,2020-08-03,Delta,0,0.0,3
938,Bahrain,2020-08-03,Mu,0,0.0,3
939,Bahrain,2020-08-03,Omicron,0,0.0,3
940,Bahrain,2020-08-31,Alpha,0,0.0,3
941,Bahrain,2020-08-31,Beta,0,0.0,3
942,Bahrain,2020-08-31,Delta,0,0.0,3
943,Bahrain,2020-08-31,Mu,0,0.0,3
944,Bahrain,2020-08-31,Omicron,0,0.0,3
945,Bahrain,2020-09-14,Alpha,0,0.0,2
946,Bahrain,2020-09-14,Beta,0,0.0,2
947,Bahrain,2020-09-14,Delta,0,0.0,2
948,Bahrain,2020-09-14,Mu,0,0.0,2
949,Bahrain,2020-09-14,Omicron,0,0.0,2
950,Bahrain,2020-09-28,Alpha,0,0.0,2
951,Bahrain,2020-09-28,Beta,0,0.0,2
952,Bahrain,2020-09-28,Delta,0,0.0,2
953,Bahrain,2020-09-28,Mu,0,0.0,2
954,Bahrain,2020-09-28,Omicron,0,0.0,2
955,Bahrain,2020-10-12,Alpha,0,0.0,10
956,Bahrain,2020-10-12,Beta,0,0.0,10
957,Bahrain,2020-10-12,Delta,0,0.0,10
958,Bahrain,2020-10-12,Mu,0,0.0,10
959,Bahrain,2020-10-12,Omicron,0,0.0,10
960,Bahrain,2020-10-26,Alpha,0,0.0,45
961,Bahrain,2020-10-26,Beta,0,0.0,45
962,Bahrain,2020-10-26,Delta,0,0.0,45
963,Bahrain,2020-10-26,Mu,0,0.0,45
964,Bahrain,2020-10-26,Omicron,0,0.0,45
965,Bahrain,2020-11-09,Alpha,0,0.0,6
966,Bahrain,2020-11-09,Beta,0,0.0,6
967,Bahrain,2020-11-09,Delta,0,0.0,6
968,Bahrain,2020-11-09,Mu,0,0.0,6
969,Bahrain,2020-11-09,Omicron,0,0.0,6
970,Bahrain,2020-11-23,Alpha,0,0.0,38
971,Bahrain,2020-11-23,Beta,0,0.0,38
972,Bahrain,2020-11-23,Delta,0,0.0,38
973,Bahrain,2020-11-23,Mu,0,0.0,38
974,Bahrain,2020-11-23,Omicron,0,0.0,38
975,Bahrain,2021-02-08,Alpha,0,0.0,1
976,Bahrain,2021-02-08,Beta,0,0.0,1
977,Bahrain,2021-02-08,Delta,0,0.0,1
978,Bahrain,2021-02-08,Mu,0,0.0,1
979,Bahrain,2021-02-08,Omicron,0,0.0,1
980,Bahrain,2021-02-22,Alpha,1,50.0,2
981,Bahrain,2021-02-22,Beta,0,0.0,2
982,Bahrain,2021-02-22,Delta,0,0.0,2
983,Bahrain,2021-02-22,Mu,0,0.0,2
984,Bahrain,2021-02-22,Omicron,0,0.0,2
985,Bahrain,2021-03-22,Alpha,6,85.71,7
986,Bahrain,2021-03-22,Beta,0,0.0,7
987,Bahrain,2021-03-22,Delta,0,0.0,7
988,Bahrain,2021-03-22,Mu,0,0.0,7
989,Bahrain,2021-03-22,Omicron,0,0.0,7
990,Bahrain,2021-04-05,Alpha,1,50.0,2
991,Bahrain,2021-04-05,Beta,1,50.0,2
992,Bahrain,2021-04-05,Delta,0,0.0,2
993,Bahrain,2021-04-05,Mu,0,0.0,2
994,Bahrain,2021-04-05,Omicron,0,0.0,2
995,Bahrain,2021-04-19,Alpha,5,11.9,42
996,Bahrain,2021-04-19,Beta,6,14.29,42
997,Bahrain,2021-04-19,Delta,15,35.71,42
998,Bahrain,2021-04-19,Mu,0,0.0,42
999,Bahrain,2021-04-19,Omicron,0,0.0,42
1000,Bahrain,2021-05-03,Alpha,6,66.67,9
1001,Bahrain,2021-05-03,Beta,3,33.33,9
1002,Bahrain,2021-05-03,Delta,0,0.0,9
1003,Bahrain,2021-05-03,Mu,0,0.0,9
1004,Bahrain,2021-05-03,Omicron,0,0.0,9
1005,Bahrain,2021-05-17,Alpha,26,45.61,57
1006,Bahrain,2021-05-17,Beta,0,0.0,57
1007,Bahrain,2021-05-17,Delta,29,50.88,57
1008,Bahrain,2021-05-17,Mu,0,0.0,57
1009,Bahrain,2021-05-17,Omicron,0,0.0,57
1010,Bahrain,2021-05-31,Alpha,5,10.87,46
1011,Bahrain,2021-05-31,Beta,0,0.0,46
1012,Bahrain,2021-05-31,Delta,39,84.78,46
1013,Bahrain,2021-05-31,Mu,0,0.0,46
1014,Bahrain,2021-05-31,Omicron,0,0.0,46
1015,Bahrain,2021-06-14,Alpha,4,16.67,24
1016,Bahrain,2021-06-14,Beta,1,4.17,24
1017,Bahrain,2021-06-14,Delta,18,75.0,24
1018,Bahrain,2021-06-14,Mu,0,0.0,24
1019,Bahrain,2021-06-14,Omicron,0,0.0,24
1020,Bahrain,2021-06-28,Alpha,1,1.19,84
1021,Bahrain,2021-06-28,Beta,1,1.19,84
1022,Bahrain,2021-06-28,Delta,82,97.62,84
1023,Bahrain,2021-06-28,Mu,0,0.0,84
1024,Bahrain,2021-06-28,Omicron,0,0.0,84
1025,Bahrain,2021-07-12,Alpha,4,5.8,69
1026,Bahrain,2021-07-12,Beta,0,0.0,69
1027,Bahrain,2021-07-12,Delta,65,94.2,69
1028,Bahrain,2021-07-12,Mu,0,0.0,69
1029,Bahrain,2021-07-12,Omicron,0,0.0,69
1030,Bahrain,2021-07-26,Alpha,1,0.94,106
1031,Bahrain,2021-07-26,Beta,0,0.0,106
1032,Bahrain,2021-07-26,Delta,103,97.17,106
1033,Bahrain,2021-07-26,Mu,0,0.0,106
1034,Bahrain,2021-07-26,Omicron,0,0.0,106
1035,Bahrain,2021-08-09,Alpha,1,2.08,48
1036,Bahrain,2021-08-09,Beta,0,0.0,48
1037,Bahrain,2021-08-09,Delta,46,95.83,48
1038,Bahrain,2021-08-09,Mu,0,0.0,48
1039,Bahrain,2021-08-09,Omicron,0,0.0,48
1040,Bahrain,2021-09-06,Alpha,0,0.0,227
1041,Bahrain,2021-09-06,Beta,0,0.0,227
1042,Bahrain,2021-09-06,Delta,227,100.0,227
1043,Bahrain,2021-09-06,Mu,0,0.0,227
1044,Bahrain,2021-09-06,Omicron,0,0.0,227
1045,Bahrain,2021-10-04,Alpha,0,0.0,186
1046,Bahrain,2021-10-04,Beta,0,0.0,186
1047,Bahrain,2021-10-04,Delta,186,100.0,186
1048,Bahrain,2021-10-04,Mu,0,0.0,186
1049,Bahrain,2021-10-04,Omicron,0,0.0,186
1050,Bahrain,2021-10-18,Alpha,0,0.0,372
1051,Bahrain,2021-10-18,Beta,0,0.0,372
1052,Bahrain,2021-10-18,Delta,372,100.0,372
1053,Bahrain,2021-10-18,Mu,0,0.0,372
1054,Bahrain,2021-10-18,Omicron,0,0.0,372
1055,Bahrain,2021-11-01,Alpha,0,0.0,467
1056,Bahrain,2021-11-01,Beta,0,0.0,467
1057,Bahrain,2021-11-01,Delta,467,100.0,467
1058,Bahrain,2021-11-01,Mu,0,0.0,467
1059,Bahrain,2021-11-01,Omicron,0,0.0,467
1060,Bahrain,2021-11-15,Alpha,0,0.0,370
1061,Bahrain,2021-11-15,Beta,0,0.0,370
1062,Bahrain,2021-11-15,Delta,370,100.0,370
1063,Bahrain,2021-11-15,Mu,0,0.0,370
1064,Bahrain,2021-11-15,Omicron,0,0.0,370
1065,Bangladesh,2020-05-11,Alpha,0,0.0,124
